ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,notice_number,hearing_disposition,officer,year,month,hour,location,point,lt,ln,other
7007588740,11/1/2017 9:56,2426 N DAMEN AVE Chicago IL,95969e871e73d03f4c8828d3dbd2517148a274dcb96b265198f3173de73f7658,IL,PAS,60618,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,3/11/2018 0:00,DETR,5208989510,Liable,XERX,2017,11,9,"North Damen Avenue, West Ravenswood, Lincoln Square, Chicago, Cook County, Illinois, 9020, United States of America","(41.9682814, -87.6791709, 0.0)",41.9682814,-87.6791709,1
7007588502,11/1/2017 9:56,6000 N CICERO AVENUE Chicago IL,909dd62c31515696509aef225d93be45de9e138b6cb2820a079a8443cab3640e,IL,PAS,600431047,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,4/2/2018 0:00,DETR,5208988800,Liable,XERX,2017,11,9,"North Cicero Avenue, Belmont Park, Belmont Cragin, Chicago, Cook County, Illinois, 60641, United States of America","(41.9388397, -87.7468795, 0.0)",41.9388397,-87.7468795,1
6045646838,11/1/2017 9:56,4123 N CENTRAL AVE Chicago IL,514cf35f2ce931f2e84cc142c67662401e7a82d232729fa1f0be52e9f8976a51,IL,PAS,606183745,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,11/26/2017 0:00,,5208453280,,SPEED,2017,11,9,"4123, North Central Avenue, Portage Park, Chicago, Cook County, Illinois, 60634, United States of America","(41.9554887985873, -87.7669668184334, 0.0)",41.9554888,-87.7669668,1
6045657867,11/1/2017 9:57,3230 N MILWAUKEE AVE Chicago IL,926db877e852952632698f0b466e388ca16576e6a53a0628cd6e1c64c22abc98,IL,FFM,60640,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,11/26/2017 0:00,,5188273260,,SPEED,2017,11,9,"Chicago, North Milwaukee Avenue, West Town, Chicago, Cook County, Illinois, 60642, United States of America","(41.8961978, -87.6553579, 0.0)",41.8961978,-87.6553579,1
7007588533,11/1/2017 9:59,5400 S ARCHER AVE Chicago IL,40b8180e38a6cb96dca0bb03e437035dcd76734fcc73898bb56c31884a6a0ad1,IL,PAS,606181697,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,1/21/2018 0:00,DETR,5185394520,,XERX,2017,11,9,"South Archer Avenue, Bridgeport, Chicago, Cook County, Illinois, 60616, United States of America","(41.847345, -87.6462267, 0.0)",41.8473450,-87.6462267,1
7007588550,11/1/2017 10:00,4200 S CICERO AVENUE Chicago IL,c74e89090d5554884a772f0cd6970dbc8b2f7814c80c06f5689f35266b7a18f3,IL,PAS,606511002,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,12/20/2017 0:00,VIOL,5093768690,,XERX,2017,11,10,"South Cicero Avenue, West Lawn, Chicago, Cook County, Illinois, 6049, United States","(41.7540566, -87.7415009, 0.0)",41.7540566,-87.7415009,1
6045646844,11/1/2017 10:00,4042 W ROOSEVELT RD Chicago IL,2d06e19787a7674a33f51b96dac13f4241a5e441f05a995b3a8e95640068109c,IL,PAS,60610,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,200,0,Notice,11/22/2017 0:00,SEIZ,5208569210,,SPEED,2017,11,10,"West Roosevelt Road, North Lawndale, Chicago, Cook County, Illinois, 60623, United States","(41.8664652, -87.7006136, 0.0)",41.8664652,-87.7006136,1
7007588560,11/1/2017 10:01,200 W GARFIELD BLVD Chicago IL,6e4f11352cfbecc82382189babbf9aa28b967ee58c6d33d2880f3789bf0e8687,IL,TMP,60615,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2/2/2018 0:00,DETR,5208753390,,XERX,2017,11,10,"200, West Garfield Boulevard, Washington Park, Chicago, Cook County, Illinois, 60621, United States of America","(41.79395095, -87.6290291717311, 0.0)",41.7939510,-87.6290292,1
6045646845,11/1/2017 10:01,4909 N CICERO AVE Chicago IL,643c00ac9db7ec275bdc67ec30293f56a4147cd23e34bd77c6e21dd183ed1adb,IL,PAS,852600000,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,11/19/2017 0:00,,5138721400,,SPEED,2017,11,10,"North Cicero Avenue, Belmont Park, Belmont Cragin, Chicago, Cook County, Illinois, 60641, United States of America","(41.9388397, -87.7468795, 0.0)",41.9388397,-87.7468795,1
6045657871,11/1/2017 10:02,7739 S WESTERN Chicago IL,494bb552ccc9ad2cfc870b6bc5a32727092f2479c342234cad4f235e0c85c572,IL,PAS,604663423,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,11/26/2017 0:00,,5209235870,,SPEED,2017,11,10,"Chicago, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, 7646, South Africa","(-33.71745, 18.9963167, 0.0)",-33.7174500,18.9963167,1
6045657872,11/1/2017 10:02,4674 W PETERSON AVE Chicago IL,5875bcb175ab2baf8938ebb53bc73c1ba697c1666d207cece3feaae3a9efc4fd,TX,PAS,852600000,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,11/26/2017 0:00,,5138721400,,SPEED,2017,11,10,"4674, West Peterson Avenue, Sauganash, Forest Glen, Chicago, Cook County, Illinois, 60646, United States of America","(41.9897745326608, -87.7453753548808, 0.0)",41.9897745,-87.7453754,1
7007588517,11/1/2017 10:02,400 S WESTERN AVENUE Chicago IL,cf31cc073aa250fad3158d025356a484e47cdeb616c2517622639b5bcc6ad473,IL,PAS,60517,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,12/21/2017 0:00,VIOL,5208988820,,XERX,2017,11,10,"South Western Avenue, Beverly, Chicago, Cook County, Illinois, 60643, United States","(41.7023767, -87.6814851, 0.0)",41.7023767,-87.6814851,1
6045646852,11/1/2017 10:03,4831 W LAWRENCE AVE Chicago IL,6b30b41fa13a990509e09ee00716bb0b6e452df33959373ababa0aeefa5b70f3,IL,PAS,606302619,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,1/29/2018 0:00,DETR,5048977670,,SPEED,2017,11,10,"West Lawrence Avenue, Ravenswood, Uptown, Chicago, Cook County, Illinois, 60640, United States","(41.9689051, -87.6674952, 0.0)",41.9689051,-87.6674952,1
6045657875,11/1/2017 10:03,215 E 63RD ST Chicago IL,d1bc31f70071a9c07ec587a029a1caedf696af9e81f4f3b0084fbb104770072e,IL,PAS,606202209,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,200,0,Notice,11/22/2017 0:00,FINL,5209235880,,SPEED,2017,11,10,"215, East 63rd Street, Washington Park, Chicago, Cook County, Illinois, 60637, United States of America","(41.7800665227511, -87.6200782698462, 0.0)",41.7800665,-87.6200783,1
6045646853,11/1/2017 10:04,4909 N CICERO AVE Chicago IL,73d0408ab6a1f14cd01ef93d2af992ed6ec352b9105be1b679f948611592a396,IL,PAS,600531929,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/18/2017 0:00,VIOL,5209056360,,SPEED,2017,11,10,"North Cicero Avenue, Belmont Park, Belmont Cragin, Chicago, Cook County, Illinois, 60641, United States of America","(41.9388397, -87.7468795, 0.0)",41.9388397,-87.7468795,1
6045646857,11/1/2017 10:04,4831 W LAWRENCE AVE Chicago IL,b97f9c7a29408c47094122a7ba6be469eca0424266eea00cfa68abc0935fb12c,IL,PAS,60515,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/8/2017 0:00,VIOL,5195787710,,SPEED,2017,11,10,"West Lawrence Avenue, Ravenswood, Uptown, Chicago, Cook County, Illinois, 60640, United States","(41.9689051, -87.6674952, 0.0)",41.9689051,-87.6674952,1
7007588541,11/1/2017 10:08,7900 S KEDZIE AVE Chicago IL,68891da6fff8ff1bfc8ea57ec49e4978d066269fc64d0f4fdfac1d28011bdbc0,IL,PAS,60805,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,11/15/2017 0:00,FINL,5207813050,,XERX,2017,11,10,"South Kedzie Avenue, Southwest Industrial Corridors, Chicago Lawn, Chicago, Cook County, Illinois, 60652, United States of America","(41.7579175, -87.7026238, 0.0)",41.7579175,-87.7026238,1
7007588737,11/1/2017 10:08,5400 S ARCHER AVE Chicago IL,72e89cfe05213f80406600a550cc134e037a16ca0795134864d492ce91943471,IL,PAS,606094100,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,12/16/2017 0:00,VIOL,5200231930,,XERX,2017,11,10,"South Archer Avenue, Bridgeport, Chicago, Cook County, Illinois, 60616, United States of America","(41.847345, -87.6462267, 0.0)",41.8473450,-87.6462267,1
6045657877,11/1/2017 10:08,2445 W 51ST ST Chicago IL,6714c9eab137dc143a39a6934e4f75a3292858def1aaef1b1fee7798acca98ef,IL,PAS,606292622,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,1/5/2018 0:00,DETR,5198279390,,SPEED,2017,11,10,"2445, West 51st Street, Gage Park, Chicago, Cook County, Illinois, 60632, United States of America","(41.8009445, -87.6861060177542, 0.0)",41.8009445,-87.6861060,1
6045646924,11/1/2017 10:08,9618 S EWING AVE Chicago IL,1e44e424a64f82a4cbfca77e2115645a38a98dcf87047eb7a959f257b41cad5d,IL,PAS,234620000,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/11/2017 0:00,VIOL,5044442070,,SPEED,2017,11,10,"9618, South Ewing Avenue, East Side, Chicago, Cook County, Illinois, 60617, United States","(41.7209425784234, -87.5353997068843, 0.0)",41.7209426,-87.5353997,1
6045646867,11/1/2017 10:08,6226 W IRVING PARK RD Chicago IL,1fe87e989a985c7bd9f3312c4911e709f3ea006d930f5641180fef752c6741f6,IL,PAS,606414487,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,2/28/2018 0:00,DETR,5209064290,Liable,SPEED,2017,11,10,"6226, West Irving Park Road, Portage Park, Chicago, Cook County, Illinois, 60634, United States of America","(41.95320055, -87.7828466512889, 0.0)",41.9532006,-87.7828467,1
6045646869,11/1/2017 10:08,6226 W IRVING PARK RD Chicago IL,4c7a81c5370a29bc20c96632b40e3ada56033983e720eb28c6dbcd09ae7f5ad0,IL,PAS,600153720,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/4/2017 0:00,VIOL,5189090580,,SPEED,2017,11,10,"6226, West Irving Park Road, Portage Park, Chicago, Cook County, Illinois, 60634, United States of America","(41.95320055, -87.7828466512889, 0.0)",41.9532006,-87.7828467,1
6045657879,11/1/2017 10:09,4707 W PETERSON AVE Chicago IL,27645f1b220025daf456e09ed30835a4f4910abf68bd840ef66ed9aba7c60d04,IL,PAS,600532501,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/11/2017 0:00,VIOL,5209235890,,SPEED,2017,11,10,"4707, West Peterson Avenue, Sauganash, Forest Glen, Chicago, Cook County, Illinois, 60646, United States of America","(41.9896463, -87.7463281366397, 0.0)",41.9896463,-87.7463281,1
6045657880,11/1/2017 10:09,7738 S WESTERN Chicago IL,10b3b4b14a4dd6aa22d7ee6953c9d543b47cdbd895cc1e70ce51c90496147359,IL,PAS,606514110,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,200,Paid,2/6/2018 0:00,FINL,5204467080,,SPEED,2017,11,10,"Chicago, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, 7646, South Africa","(-33.71745, 18.9963167, 0.0)",-33.7174500,18.9963167,1
6045657881,11/1/2017 10:09,4041 W CHICAGO AVE Chicago IL,393616706c48942938760740088e2b91bfbe0eeef69cf0d0d71560d641f59856,IL,PAS,600612929,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/29/2017 0:00,VIOL,5181763050,,SPEED,2017,11,10,"West Chicago Avenue, Chicago River North, Near North Side, Chicago, Cook County, Illinois, 60654-5799, United States of America","(41.8964748, -87.6434139, 0.0)",41.8964748,-87.6434139,1
6045646873,11/1/2017 10:09,1111 N HUMBOLDT Chicago IL,fe823efd9ac71157e27ee832352aaf3db119c16038acc311543a0b183eb6115e,IL,PAS,601875724,9101020*,SPEED VIOLATION 6-10,SPD,Speed,OTHR,35,70,0,35,Paid,12/7/2017 0:00,VIOL,5209158280,,SPEED,2017,11,10,"1111, North Humboldt Drive, Humboldt Park, West Town, Chicago, Cook County, Illinois, 60622, United States of America","(41.9005119100125, -87.7022474350459, 0.0)",41.9005119,-87.7022474,1
6045646871,11/1/2017 10:09,4909 N CICERO AVE Chicago IL,3e4a5d0d6078268bc9041ca63cae2108c7131b5aebb8e19abfd0ab1a7fdc8635,IL,PAS,600912357,9101020*,SPEED VIOLATION 6-10,SPD,Speed,OTHR,35,70,0,35,Paid,12/22/2017 0:00,VIOL,5196480230,,SPEED,2017,11,10,"North Cicero Avenue, Belmont Park, Belmont Cragin, Chicago, Cook County, Illinois, 60641, United States of America","(41.9388397, -87.7468795, 0.0)",41.9388397,-87.7468795,1
7007588703,11/1/2017 10:10,400 S WESTERN AVENUE Chicago IL,5e74d00d05d48af5056c2b22582116d1769cd1e13bd45507fc996dad399ff5aa,IL,PAS,606195109,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2/5/2018 0:00,DETR,5208989390,Liable,XERX,2017,11,10,"South Western Avenue, Beverly, Chicago, Cook County, Illinois, 60643, United States","(41.7023767, -87.6814851, 0.0)",41.7023767,-87.6814851,1
6045646875,11/1/2017 10:10,5025 S WESTERN AVE Chicago IL,636a71607499df5350ce031723a41bc42a75759b1fc45d29d7755a9e3a4a7530,IL,PAS,606321542,9101020*,SPEED VIOLATION 6-10,SPD,Speed,OTHR,35,70,0,35,Paid,12/7/2017 0:00,VIOL,5186170460,,SPEED,2017,11,10,"South Western Avenue, Beverly, Chicago, Cook County, Illinois, 60643, United States","(41.7210113, -87.682063, 0.0)",41.7210113,-87.6820630,1
6045646876,11/1/2017 10:10,4909 N CICERO AVE Chicago IL,906941e93274780a9092ab3c38c2d93c6304aefadf7d88efebb5663292881b8c,IL,TRT,606412019,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/6/2017 0:00,VIOL,5179305050,,SPEED,2017,11,10,"North Cicero Avenue, Belmont Park, Belmont Cragin, Chicago, Cook County, Illinois, 60641, United States of America","(41.9388397, -87.7468795, 0.0)",41.9388397,-87.7468795,1
6045646877,11/1/2017 10:10,4124 W FOSTER AVE Chicago IL,2b1edbc3cf83a95a257847077ad67e2a4030c024cf2dc94ddcd77eff8e3b4641,IL,PAS,602013065,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,200,0,Notice,11/22/2017 0:00,SEIZ,5199937730,,SPEED,2017,11,10,"West Foster Avenue, Bowmanville, Lincoln Square, Chicago, Cook County, Illinois, 9020, United States of America","(41.9758766, -87.6923525, 0.0)",41.9758766,-87.6923525,1
7007588525,11/1/2017 10:10,2400 N CLARK ST Chicago IL,7b19d2e1676d5f9dbe86d43360ca3865b17300b3d010b101022dc8237f9903f9,IL,PAS,60614,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,11/16/2017 0:00,FINL,5208467150,,XERX,2017,11,10,"North Clark Street, Edgewater Glen, Edgewater, Chicago, Cook County, Illinois, 60660, United States","(41.9941004, -87.6700367, 0.0)",41.9941004,-87.6700367,1
7007588739,11/1/2017 10:11,5400 S ARCHER AVE Chicago IL,c06bf09cdf8214af01c6fda3e9b75d79a3e54665a7e11f2d5fdae690887a9e4f,WI,PAS,543032754,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,12/6/2017 0:00,FINL,5207169770,,XERX,2017,11,10,"South Archer Avenue, Bridgeport, Chicago, Cook County, Illinois, 60616, United States of America","(41.847345, -87.6462267, 0.0)",41.8473450,-87.6462267,1
6045646879,11/1/2017 10:11,4909 N CICERO AVE Chicago IL,1e50b2310659d13ef2d259f420608fd7680cb2bdf106086ea3fa1338c7a7ea59,IL,PAS,606423307,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/20/2017 0:00,VIOL,5173307710,,SPEED,2017,11,10,"North Cicero Avenue, Belmont Park, Belmont Cragin, Chicago, Cook County, Illinois, 60641, United States of America","(41.9388397, -87.7468795, 0.0)",41.9388397,-87.7468795,1
6045646881,11/1/2017 10:11,4909 N CICERO AVE Chicago IL,99307f94780fa36443cc865d4d605eeb0df6a743938e352961010935fc96ade3,IL,PAS,60625,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,11/26/2017 0:00,,5205218530,,SPEED,2017,11,10,"North Cicero Avenue, Belmont Park, Belmont Cragin, Chicago, Cook County, Illinois, 60641, United States of America","(41.9388397, -87.7468795, 0.0)",41.9388397,-87.7468795,1
6045646882,11/1/2017 10:11,3047 W JACKSON BLVD Chicago IL,45ba26e65e2b302aeb0e99f2be9e20218186b28dc76c3100be059b3207863c7c,IL,PAS,605044842,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,200,0,Notice,11/22/2017 0:00,SEIZ,5013835020,,SPEED,2017,11,10,"3047, West Jackson Boulevard, East Garfield Park, Chicago, Cook County, Illinois, 60612, United States of America","(41.877271570334, -87.702716350565, 0.0)",41.8772716,-87.7027164,1
6045646885,11/1/2017 10:12,5520 S WESTERN Chicago IL,30654e0d638b01678ba27d8ff2a8effb0022f0b1d527d4456a1846c5da84a2c5,IL,PAS,605173632,9101020*,SPEED VIOLATION 6-10,SPD,Speed,OTHR,35,70,70,0,Notice,11/22/2017 0:00,FINL,5200026390,,SPEED,2017,11,10,"Chicago, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, 7646, South Africa","(-33.71745, 18.9963167, 0.0)",-33.7174500,18.9963167,1
7007588568,11/1/2017 10:15,1600 N HALSTED STREET Chicago IL,c06df2431e87093caa73f87ead83806f4dd624aea6077e7902006a32b61bd9b7,IL,PAS,60455,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,12/5/2017 0:00,VIOL,5208988980,,XERX,2017,11,10,"CB2, 1600, North Halsted Street, Belgravia Terrace, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States","(41.9110744, -87.6484271, 0.0)",41.9110744,-87.6484271,1
6045646892,11/1/2017 10:15,4123 N CENTRAL AVE Chicago IL,0dd2bba67b9acbd382bc4215d4037f8c9427d53c7b3e51a82488cb5ea7bb4f42,IL,PAS,606311830,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/10/2017 0:00,VIOL,5162621170,,SPEED,2017,11,10,"4123, North Central Avenue, Portage Park, Chicago, Cook County, Illinois, 60634, United States of America","(41.9554887985873, -87.7669668184334, 0.0)",41.9554888,-87.7669668,1
7007588741,11/1/2017 10:16,5400 S ARCHER AVE Chicago IL,29ea02570a249febd33ab5397274fc032ccbf7e4c799cf02d63d7be3dc4e97d8,IL,PAS,60804,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2/17/2018 0:00,FINL,5208989520,Liable,XERX,2017,11,10,"South Archer Avenue, Bridgeport, Chicago, Cook County, Illinois, 60616, United States of America","(41.847345, -87.6462267, 0.0)",41.8473450,-87.6462267,1
7007588572,11/1/2017 10:16,1600 W DIVISION STREET Chicago IL,e44aacc2755fb8d72f3b90413435bfee005873b63df1dfae41f954c59790df2d,IL,PAS,60612,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,1/12/2018 0:00,DETR,5206738180,,XERX,2017,11,10,"1600, Division Street, Indian Hill, Chicago Heights, Cook County, Illinois, 60411, United States","(41.500715, -87.664703, 0.0)",41.5007150,-87.6647030,1
6045646929,11/1/2017 10:17,3535 E 95TH ST Chicago IL,f74c9dbce82b8d4a719b4f0688691ec1a6f391cc535fbe5ecf7478abd12d9a95,IL,PAS,606172144,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,11/26/2017 0:00,,5179328890,,SPEED,2017,11,10,"East 95th Street, Stony Island, South Deering, Chicago, Cook County, Illinois, 60617, United States of America","(41.7223644, -87.583645, 0.0)",41.7223644,-87.5836450,1
6045657887,11/1/2017 10:18,4040 W CHICAGO AVE Chicago IL,48bda4ac5d9b459b3f164b03eaabd3798d04439ddb0df5c0dce33c0a172a7c62,IL,PAS,606471547,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,11/26/2017 0:00,,5207212470,,SPEED,2017,11,10,"West Chicago Avenue, Chicago River North, Near North Side, Chicago, Cook County, Illinois, 60654-5799, United States of America","(41.8964748, -87.6434139, 0.0)",41.8964748,-87.6434139,1
6045646933,11/1/2017 10:18,4124 W FOSTER AVE Chicago IL,3be1ef65a9efa6a96e748375006218fec05099fe5e4a0bc3eac49fd00bf69229,IL,PAS,60441,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,12/10/2017 0:00,,5173197720,,SPEED,2017,11,10,"West Foster Avenue, Bowmanville, Lincoln Square, Chicago, Cook County, Illinois, 9020, United States of America","(41.9758766, -87.6923525, 0.0)",41.9758766,-87.6923525,1
6045646937,11/1/2017 10:18,4909 N CICERO AVE Chicago IL,fada8fa26322a825cffe69681ff37da1d048605a255a296c7300d0a35fc72fa7,IL,PAS,60707,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/22/2017 0:00,VIOL,5208648050,,SPEED,2017,11,10,"North Cicero Avenue, Belmont Park, Belmont Cragin, Chicago, Cook County, Illinois, 60641, United States of America","(41.9388397, -87.7468795, 0.0)",41.9388397,-87.7468795,1
6045646939,11/1/2017 10:18,4436 N WESTERN Chicago IL,cd2e6dc7c61d843d2d29781a8c54fcc6cc1b5eb32608a0efde58c219c2dc1ce7,IL,TRT,600101884,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,200,0,Notice,11/22/2017 0:00,FINL,5197899460,,SPEED,2017,11,10,"Chicago, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, 7646, South Africa","(-33.71745, 18.9963167, 0.0)",-33.7174500,18.9963167,1
7007588664,11/1/2017 10:19,2000 N CICERO AVENUE Chicago IL,5a419b75ea93e3017e7e58c52b492f6ca2088b50cfa89ad3e1d5fed495e28885,IL,PAS,60516,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,12/11/2017 0:00,VIOL,5208989270,,XERX,2017,11,10,"North Cicero Avenue, Belmont Park, Belmont Cragin, Chicago, Cook County, Illinois, 60641, United States of America","(41.9388397, -87.7468795, 0.0)",41.9388397,-87.7468795,1
7007588577,11/1/2017 10:19,1 E 79TH STREET Chicago IL,dbfa87f13938040d90c9a2d5aa199ebd3142dbb773c352745a646dac46cf058a,IL,PAS,60431,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,12/28/2017 0:00,DETR,5207817500,,XERX,2017,11,10,"1, East 79th Street, Chatham Fields, Chatham, Chicago, Cook County, Illinois, 60619, United States of America","(41.750881, -87.624378, 0.0)",41.7508810,-87.6243780,1
7007588579,11/1/2017 10:19,6700 S WESTERN AVENUE Chicago IL,dc97d54edabe10fb84e2c407ade4bcd49869c96ed8803dd6309e193a3354608d,IL,PAS,604402339,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,11/15/2017 0:00,FINL,5182588730,,XERX,2017,11,10,"South Western Avenue, Beverly, Chicago, Cook County, Illinois, 60643, United States","(41.7210113, -87.682063, 0.0)",41.7210113,-87.6820630,1
6045657889,11/1/2017 10:20,630 S STATE Chicago IL,600a783ae736d492f08dfd7395f46cba638f6b6bebeac3ef9bb2288373271157,IL,PAS,603021025,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,1/29/2018 0:00,DETR,5178976060,,SPEED,2017,11,10,"Chicago, Long Lake, Lake County, Illinois, 60041, United States","(42.371614, -88.125016, 0.0)",42.3716140,-88.1250160,1
6045646946,11/1/2017 10:20,8318 S ASHLAND AVE Chicago IL,6aba3fdac287fd4a2b4af90036619c49aba8a5252f0ddbb08437a983db02e1ae,IL,PAS,608051530,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/22/2017 0:00,VIOL,5209290010,,SPEED,2017,11,10,"8314-8318, South Ashland Avenue, South Englewood, Auburn Gresham, Chicago, Cook County, Illinois, 60620, United States of America","(41.7425313, -87.6634990976443, 0.0)",41.7425313,-87.6634991,1
6045646947,11/1/2017 10:20,4053 W NORTH AVE Chicago IL,fc0fc38b28a9f72425edc18abff4722a8dfdcf2480ec27fe9ba09e4dbcf33ae2,IL,PAS,606301048,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/15/2017 0:00,VIOL,5203039760,,SPEED,2017,11,10,"4047-4053, West North Avenue, Beat 2534, Humboldt Park, Chicago, Cook County, Illinois, 60302, United States of America","(41.90961115, -87.7282650027715, 0.0)",41.9096112,-87.7282650,1
6045646948,11/1/2017 10:20,4433 N WESTERN Chicago IL,f9529ecd107eee1871aec2b1dbe2b8d700a84c5f47530770b29f8f0ce4ebd889,IL,PAS,606572216,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,12/7/2017 0:00,VIOL,5179151170,,SPEED,2017,11,10,"Chicago, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, 7646, South Africa","(-33.71745, 18.9963167, 0.0)",-33.7174500,18.9963167,1
6045646943,11/1/2017 10:20,4831 W LAWRENCE AVE Chicago IL,dc1a59ea10ae42be1cf3b30d617fbd0e5f051b84ed0d98d71f68099383622e60,IL,PAS,606411741,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,200,Paid,4/14/2018 0:00,FINL,5188547310,,SPEED,2017,11,10,"West Lawrence Avenue, Ravenswood, Uptown, Chicago, Cook County, Illinois, 60640, United States","(41.9689051, -87.6674952, 0.0)",41.9689051,-87.6674952,1
7007588544,11/1/2017 10:21,8700 S ASHLAND AVE Chicago IL,f63cdd5a2a6ae6f59f01c68534ae813b90ecc7bea319f1a0398c059955b49cc7,IL,PAS,60620,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,3/19/2018 0:00,FINL,5078274410,Liable,XERX,2017,11,10,"South Ashland Avenue, Brainerd, Auburn Gresham, Chicago, Cook County, Illinois, 60620, United States of America","(41.7342225, -87.663076, 0.0)",41.7342225,-87.6630760,1
6045657891,11/1/2017 10:21,215 E 63RD ST Chicago IL,ba74977657f541db6eadcf55dd817ee3b11558aca4580bf2aba111f0458a5ffa,IL,PAS,606092900,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,11/26/2017 0:00,,5209235910,,SPEED,2017,11,10,"215, East 63rd Street, Washington Park, Chicago, Cook County, Illinois, 60637, United States of America","(41.7800665227511, -87.6200782698462, 0.0)",41.7800665,-87.6200783,1
