ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,notice_number,hearing_disposition,officer,year,month,hour
7007589377,2017-11-02 03:11:00,6400 N WESTERN AVENUE,b3886beaea4d4d3f1982d90102d651ac06e6b2ff512e9963d7ea534a1d5e1816,IL,PAS,606452148,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-13 00:00:00,VIOL,5201477880,,XERX,2017,11,3
7007589381,2017-11-02 03:20:00,3200 N KEDZIE AVENUE,0942645abf941cc0bc767a6c8e105a88301e7478526df7c7a17944abd5413937,IL,PAS,60639,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-11-30 00:00:00,VIOL,5209103310,,XERX,2017,11,3
7007589382,2017-11-02 03:24:00,5200 W MADISON STREET,dfcaab229409d9f67fa56976541e245e8f58519f6c8603f7e77ebea4b71b9661,IL,PAS,604512550,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-01-05 00:00:00,DETR,5208991170,,XERX,2017,11,3
7007589398,2017-11-02 03:24:00,4200 S CICERO AVENUE,d0514c5204cba9de1d2913b21f068fb22cbc441d7c9abb55c06c88d07ae52842,IL,PAS,604049411,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-16 00:00:00,VIOL,5206191460,,XERX,2017,11,3
7007589401,2017-11-02 03:25:00,9500 S ASHLAND AVENUE,afcefc020ae7a044dc923e001817780bb9711be904737acad57e1a0c6faf43d6,IL,PAS,60615,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,FINL,5208991190,,XERX,2017,11,3
7007589384,2017-11-02 03:26:00,3600 N CENTRAL AVENUE,34b75c85c675d0fa44544c518db3c9acc52dbbfc6fc89f67df9e261da71e72cc,IL,PAS,606391456,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-03 00:00:00,VIOL,5190689800,,XERX,2017,11,3
7007589380,2017-11-02 03:30:00,1000 W HOLLYWOOD AVE,0227c40ca229a3fc6a7dda7f9095af04b0ea6bd1895d980ffd72e6e538959dac,IL,PAS,60619,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-17 00:00:00,VIOL,5208991160,,XERX,2017,11,3
7007589378,2017-11-02 03:39:00,2800 W IRVING PARK ROA,a5db0d5956f5ad33729b2be72818cb482e80660c4aaa664256e0ad1214cbdbf8,IL,PAS,606304307,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,200,Paid,2018-02-06 00:00:00,FINL,5208991150,Liable,XERX,2017,11,3
7007589386,2017-11-02 03:43:00,3200 N HARLEM AVE,a2767befee43e56f8f323a73bea4a3c24635ca5c443266142aae32509c2f696a,IL,PAS,600683039,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-10 00:00:00,VIOL,5208135000,,XERX,2017,11,3
7007589452,2017-11-02 03:50:00,800 N PULASKI ROAD,a78c5c28cfdfe9b2b975e3c7e6753032cfc4a7a3a28f833647649ac952e544d3,IL,PAS,606471808,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-01-07 00:00:00,DETR,5197353510,,XERX,2017,11,3
7007589412,2017-11-02 04:01:00,6700 S WESTERN AVENUE,d339c0d0745cfb640b7eefa6f2966e8760cb159eb83c6f14ed8bc35b13033dc0,IL,PAS,606291316,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-12 00:00:00,VIOL,5203130910,,XERX,2017,11,4
7007589453,2017-11-02 04:06:00,800 N PULASKI ROAD,a78c5c28cfdfe9b2b975e3c7e6753032cfc4a7a3a28f833647649ac952e544d3,IL,PAS,606471808,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-01-07 00:00:00,DETR,5197353510,,XERX,2017,11,4
7007589402,2017-11-02 04:09:00,30 W 87TH STREET,9f49221e8b52cc10a530ff763ad772151b4a66574d3caad38e375a44fe698124,IL,PAS,60429,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,FINL,5208991200,,XERX,2017,11,4
7007589395,2017-11-02 04:27:00,400 N CENTRAL AVENUE,2e544af99c0b467e7e6ac3c2b96db803b4eaa625dcd3c26cc3c9490213cce5ab,IL,PAS,60637,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-16 00:00:00,SEIZ,5207927930,,XERX,2017,11,4
7007589483,2017-11-02 04:29:00,3500 S WESTERN,3a3f4e7a7fdf8620925e6335274bb130a439f4d1883956c981b662d3fa7b2d58,IL,PAS,606234057,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,FINL,5201346220,,XERX,2017,11,4
7007589492,2017-11-02 04:30:00,3200 W 31ST STREET,89cc79bfcf0debe9cb2244844c8765c6a5d2c4c9eab82881efd262e9b9a1640a,IL,PAS,604591445,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-15 00:00:00,VIOL,5209103370,,XERX,2017,11,4
7007589390,2017-11-02 04:40:00,3200 N LAKESHORE DRIV,709c1393a31bf4eff8838754ed7b1f0224e142e88b87e80b4bc5cb030753f3c6,IL,PAS,600734722,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,200,Paid,2018-03-03 00:00:00,FINL,5209103320,,XERX,2017,11,4
7007589410,2017-11-02 04:42:00,9500 S HALSTED STREET,e435d1af07b071e784b48bcf3145c393423260b9acc919b146f357bfeae8d5f4,IL,PAS,60643,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,SEIZ,5205495330,,XERX,2017,11,4
7007589379,2017-11-02 04:44:00,3600 N CICERO AVENUE,e69e39f13105ec3ab6982e1676b3ea83d7acfc18b27e7de5fe3559614d3920e8,IL,PAS,606414846,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-15 00:00:00,VIOL,5192962740,,XERX,2017,11,4
7007589511,2017-11-02 04:45:00,4200 S CICERO AVENUE,945695e3feeeed732e181a4a924792c35ff52d941d89ef3124b9c2ecca4b87e7,IL,PAS,60606,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-28 00:00:00,DETR,5180411480,,XERX,2017,11,4
7007589510,2017-11-02 04:55:00,4000 W 55TH ST,906b2e9dfe506eabc3c095cf9c1fad6ea51ca224e5137933661029e7677942d2,IL,PAS,606473322,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-11-29 00:00:00,VIOL,5178730230,,XERX,2017,11,4
7007589512,2017-11-02 04:56:00,4200 S CICERO AVENUE,e644e6170dcf629aa61e9516d1b8ba87c0458130c4e4d2774266d70c37b24719,IL,PAS,601911530,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-12 00:00:00,VIOL,5183340530,,XERX,2017,11,4
7007589463,2017-11-02 04:58:00,600 S CICERO AVENUE,da2d4c7293217ab640aab0f10130f926fa27395e9e902f2a16a2067e66cf0588,IL,PAS,606442010,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-15 00:00:00,VIOL,5173571420,,XERX,2017,11,4
7007589450,2017-11-02 05:01:00,4800 N ELSTON AVENUE,1b1cb232801c5e3f151ecb17f44a7a3c3e8d2c385f38ab4233ff6ef389b0bdad,IL,PAS,606391827,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,200,Paid,2018-04-06 00:00:00,SEIZ,5208082370,,XERX,2017,11,5
7007589404,2017-11-02 05:02:00,30 W 87TH STREET,1c3acae21aee8dceba3c2288649eb3c6097beb12a6e84b57a21e3e39b3a1f0d6,IL,PAS,606551323,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-14 00:00:00,VIOL,5208991210,,XERX,2017,11,5
7007589451,2017-11-02 05:03:00,2600 S KEDZIE AVENUE,ac319d3acbbb9d84df1c9723793ebe92280286a84c068e0bc14ca26ed932fda2,IL,PAS,606532506,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-16 00:00:00,SEIZ,5190243470,,XERX,2017,11,5
7007589519,2017-11-02 05:06:00,200 W GARFIELD BLVD,b7bec1ad94009e1b2e3275c33c83cf638c1b3261c5516a4a42bc5c2c8eb9db81,IL,PAS,606152877,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,100,0,Court,2017-12-21 00:00:00,VIOL,5208319400,,XERX,2017,11,5
7007589397,2017-11-02 05:11:00,5600 W LAKE STREET,b4438dd5d9e4a094d78eae26f8421c8e5e557c448498cd9b3903efde949286cb,IL,PAS,603023674,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,200,Paid,2018-03-14 00:00:00,FINL,5202467230,,XERX,2017,11,5
7007589473,2017-11-02 05:12:00,9500 S ASHLAND AVENUE,daf7b78cd3d9b4e5eb063044f1415605d7161fa0d2d511dc46102f7c8a0b06dd,IL,PAS,60096,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-04-13 00:00:00,DETR,5208991370,Liable,XERX,2017,11,5
7007589427,2017-11-02 05:22:00,4000 W FOSTER AVE,1fadf045b8b9138162c4a433373d92aef1d0c2fc08d9eeb88d16990fdeaec3ff,IL,PAS,600931113,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-02 00:00:00,VIOL,5209103330,,XERX,2017,11,5
7007589499,2017-11-02 05:27:00,4400 W OGDEN AVENUE,73a989670088253a2fe57cb80fe48eb225258baddbc092a7dde1f9b53d9d3b44,IL,PAS,608042718,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-13 00:00:00,VIOL,5145232200,,XERX,2017,11,5
7007589513,2017-11-02 05:28:00,4200 S CICERO AVENUE,810160b32462dbc446c86b2130646ea9d4c7300c1807535bf8942b0d998dcca2,IL,TRS,606181022,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,200,Paid,2018-01-31 00:00:00,FINL,5209103390,,XERX,2017,11,5
7007589485,2017-11-02 05:31:00,7600 S STONY ISLAND A,d38471937907eb3617785832c4186176ad0549a42fed8e4f53b3d18887730f44,IL,PAS,60419,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,FINL,5208991410,,XERX,2017,11,5
7007589490,2017-11-02 05:33:00,1 E 79TH STREET,ed4ad6d52eb3c81594e3562cfd6c572c42ec72905d4b07567479f5cb283d936b,IL,PAS,60482,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-15 00:00:00,VIOL,5208991430,,XERX,2017,11,5
7007589475,2017-11-02 05:36:00,400 S WESTERN AVENUE,e15600b7de36ba262e8f290bd601f5c7123a98e784bd464ab209b78b4ee78b59,IL,PAS,608042602,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-21 00:00:00,VIOL,5209103340,,XERX,2017,11,5
7007589476,2017-11-02 05:37:00,400 S WESTERN AVENUE,f4d1f744eb3bb176efe6e9a096740963c0e89e0404930908220974601027444f,IL,PAS,605602351,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-04-06 00:00:00,FINL,5208991380,Liable,XERX,2017,11,5
7007589454,2017-11-02 05:38:00,4440 W LAWRENCE AVENUE,9ec9037d7099cf6eaebffd0286b869af5caf2af4e7857aadc9bc99e8b37bdf7b,IL,PAS,606255870,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-11-29 00:00:00,VIOL,5179599350,,XERX,2017,11,5
7007589479,2017-11-02 05:38:00,30 W 87TH STREET,17e2a0a6d8a950e04d66d80b6a6789fb6d8121ff260147be874b2321365c4ce4,IL,TRK,604876072,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-18 00:00:00,VIOL,5205558840,,XERX,2017,11,5
7007589514,2017-11-02 05:45:00,4200 S CICERO AVENUE,df870483430a9fd0cd21fc984c4150acbde8d1178a3f04aa8ca654ba6366e5e0,IL,PAS,604533039,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-01 00:00:00,VIOL,5208991500,,XERX,2017,11,5
7007589474,2017-11-02 05:45:00,1200 N ASHLAND AVENUE,3e9e33e263c62da964c5a652602c005b614bce9d84086efabc33120af7cc0f1e,IL,PAS,606228295,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,244,0,Notice,2017-11-15 00:00:00,FINL,5190682020,,XERX,2017,11,5
7007589432,2017-11-02 05:46:00,1000 W FOSTER AVE,47ca44a6032711c88d5238cb6d7eefcd713370ef51a6ed30d63a9c34514bcf8c,IL,PAS,606551204,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-16 00:00:00,VIOL,5208991300,,XERX,2017,11,5
7007589455,2017-11-02 05:47:00,4400 W GRAND AVE,35cb5bfc4b0b096b9cf8b682a97db8620c4183ee452d93e41a51191e2a0fbe3c,IL,PAS,606393021,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-01 00:00:00,VIOL,5190658170,,XERX,2017,11,5
7007589446,2017-11-02 05:57:00,3200 W 63RD ST,077f897ccc4b3c6238a4dfbf7beaa3759c33111760b2423ff3ba0f62a9a4ccd5,IL,PAS,606234621,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,200,Paid,2018-04-05 00:00:00,FINL,5191409840,,XERX,2017,11,5
7007589465,2017-11-02 05:58:00,11100 S HALSTED ST,a86d57a5b8a1d1868c0e94f6538c7f9356ebb9dfe2c14dbb40f78ac7db6ad792,IL,PAS,60649,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2018-02-20 00:00:00,DLS,5210764090,,XERX,2017,11,5
7007589462,2017-11-02 06:02:00,848 W 87TH STREET,31c5b758acfe1da44c67465572544bc07e1eeafbf19942ac2325dabb08c407ef,IL,PAS,600316120,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,244,0,Notice,2017-11-15 00:00:00,SEIZ,5203714500,,XERX,2017,11,6
6045648479,2017-11-02 06:02:00,8345 S ASHLAND AVE,63ceeaf42ca1edf30c856f1f4986374beaebcf211b9550ce4940c545afb1e2a8,IL,PAS,60619,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,2017-11-26 00:00:00,,5208649520,,SPEED,2017,11,6
6045648478,2017-11-02 06:02:00,2900 W OGDEN,ca75b4f215f48b80ff4ddda61b8d25114fd88f2559a67e455cd8220b58a22efc,IL,PAS,601082530,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,2017-11-26 00:00:00,,5209161430,,SPEED,2017,11,6
7007589481,2017-11-02 06:03:00,5400 S ARCHER AVE,16bddd2d50009e2f9c8a43c1a479c355e607f0c203125dd1d549e9c0c301d64f,IL,PAS,604651271,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,DLS,5112170570,,XERX,2017,11,6
7007656370,2017-11-02 06:03:00,5616 W FOSTER AVE,ee6098661ef402544fdaa9825f437478244626620e3b3d4ff0c3749f98a12aa3,IL,PAS,601761832,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-02-08 00:00:00,VIOL,5210421930,,XERX,2017,11,6
7007589491,2017-11-02 06:04:00,1 E 79TH STREET,22ffd0800bfb2037f5fff8fc5abf14b7c1828b3c328a509d65b8990af285dfb5,IL,PAS,60619,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-01-15 00:00:00,DETR,5207070180,,XERX,2017,11,6
6045648493,2017-11-02 06:04:00,3843 S WESTERN,feabf036419bea0cda95b4a32617f7bbd2ab27d0b34b66a54f9272258d8b5d9f,IL,PAS,606204325,9101020*,SPEED VIOLATION 6-10,SPD,Speed,OTHR,35,70,70,0,Bankruptcy,2018-02-15 00:00:00,SEIZ,5017805650,,SPEED,2017,11,6
6045648492,2017-11-02 06:04:00,4433 N WESTERN,b46ad2ff60c579f3c559543defcb387dfadc64cd191ed4541fc4f8356c7f1cb5,IL,PAS,606262631,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,2017-12-23 00:00:00,VIOL,5199192520,,SPEED,2017,11,6
6045648495,2017-11-02 06:05:00,2443 N ASHLAND,62b563683c4698f65988d0ad5c3b12c44a7cdaaca0ec65ba3c6771ea68152bdf,IL,PAS,604362044,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,2017-12-19 00:00:00,VIOL,5137672750,,SPEED,2017,11,6
6045648494,2017-11-02 06:05:00,3646 W MADISON,4ee1eb1e66576a6127cf03ba1fd7dcb400ca7d70a9059983f74750e1807b6afb,IL,PAS,606242648,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,2017-11-26 00:00:00,,5205582080,,SPEED,2017,11,6
6045648496,2017-11-02 06:06:00,1315 W GARFIELD BLVD,0c97ab461faf0f5dfeb5232433941385a9b5365c833805a8762ebe3e2585d147,IL,PAS,606433627,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,2017-11-26 00:00:00,,5209291170,,SPEED,2017,11,6
6045648499,2017-11-02 06:06:00,1142 W IRVING PARK,b38f95a7fa4262c8f546f491fbc9b1b766a2c2c765b6865202bcec15743394d1,IL,PAS,602013010,9101020*,SPEED VIOLATION 6-10,SPD,Speed,OTHR,35,70,0,35,Paid,2018-01-06 00:00:00,DETR,5209291180,,SPEED,2017,11,6
6045648498,2017-11-02 06:06:00,4909 N CICERO AVE,5f0db7aab5c69c4c52631f35a96482c2ebe9a7e846c26cf644f6e7de5562a2cd,IL,PAS,60659,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,2018-01-31 00:00:00,DETR,5208796340,,SPEED,2017,11,6
6045648497,2017-11-02 06:06:00,4436 N WESTERN,27dc699991109c75df5d0376c9432af13fa4d36dcbc978bf8d20d202c947d5a0,IL,PAS,60649,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,200,0,Notice,2017-11-22 00:00:00,FINL,5209161440,,SPEED,2017,11,6
7007589500,2017-11-02 06:10:00,4400 W OGDEN AVENUE,c01d29041bd08af99e08314564a73f49838c0764cda3845f4e421db0725a86a0,IL,TRS,60804,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-05 00:00:00,VIOL,5201583510,,XERX,2017,11,6
7007589477,2017-11-02 06:12:00,400 S WESTERN AVENUE,1f6d63e1e315c14859b09dd5493917e9a36387a0aefb4a5229fe72d8cdd02ea9,IL,TRK,60126,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-05 00:00:00,VIOL,5208991390,,XERX,2017,11,6
6045648501,2017-11-02 06:12:00,8345 S ASHLAND AVE,f18b048c294e6817633bc0511170ee986fe8dbbf1c7f9520826ba3b5f69d1346,IL,PAS,606201518,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,2018-01-29 00:00:00,DETR,5189283600,,SPEED,2017,11,6
6045648500,2017-11-02 06:12:00,62 E 95TH,45fb5ee87e1bbf15de9f5bd479679235b88b776aa4eba21c0ce6e425be36b02e,IL,PAS,604843327,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,200,Paid,2018-03-03 00:00:00,FINL,5049698300,,SPEED,2017,11,6
6045648502,2017-11-02 06:13:00,3843 S WESTERN,775557216883c4b42d702966ae4003babb01c27f24bd046e7f99e9f56f0ae554,IL,PAS,606254909,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,2017-12-05 00:00:00,VIOL,5170507170,,SPEED,2017,11,6
7007589459,2017-11-02 06:13:00,4000 W BELMONT AVE,4650ed3fe469a347be4df8940ceed08647fda9a6e1a193da46cc4bbe3f139ea4,IL,PAS,606415336,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-01-11 00:00:00,DETR,5171298010,,XERX,2017,11,6
7007589466,2017-11-02 06:14:00,400 W BELMONT AVE,862bc9d3d5d06a476f7d6eb6c4a671a9f7061b6521cc3ff8acf1340d13a5d47f,IL,PAS,60657,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-01 00:00:00,VIOL,5206493060,,XERX,2017,11,6
7007656372,2017-11-02 06:14:00,5232 N CENTRAL AVE,0da09a11e5858bb7148ae7ba567ea7fdefa0e8715a559f9586bbed6816c30156,IL,PAS,604532315,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-03-07 00:00:00,DETR,5195498360,,XERX,2017,11,6
6045648504,2017-11-02 06:15:00,5885 N RIDGE AVE,702df32af0746dd5f51b643e9fce8ecab132b751abdf33824616e0239d639c04,IL,PAS,60626,9101020*,SPEED VIOLATION 6-10,SPD,Speed,OTHR,35,70,70,0,Notice,2017-11-23 00:00:00,SEIZ,5206761800,,SPEED,2017,11,6
6045648506,2017-11-02 06:16:00,10318 S INDIANAPOLIS,b6819bbdeebe844c0c8a05ba2d3f30422ef0f98de8b3fa61db069c8c03376552,IL,PAS,606082171,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,244,0,Notice,2017-11-22 00:00:00,FINL,5205975990,,SPEED,2017,11,6
7007589494,2017-11-02 06:16:00,6700 S CORNELL DRIVE,a5d737bcd72d4df139d353412f8a8b34f0526863037559e464e3d79041363c5a,IL,PAS,62901,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,FINL,5208991440,,XERX,2017,11,6
7007589482,2017-11-02 06:18:00,1 S HALSTED STREET,de23233f371be60ed71a07bc510d011c246e578ec504c174af22901afb462447,IL,PAS,606205037,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,200,Paid,2018-04-24 00:00:00,FINL,5013194660,,XERX,2017,11,6
7007589484,2017-11-02 06:19:00,9500 S HALSTED STREET,8b485981e0dab77b9c69213d6fa163ba2a75095d5df4aae6fdcd40a2185bee96,IL,PAS,606202744,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,0,Dismissed,2018-02-06 00:00:00,VIOL,5207992420,Not Liable,XERX,2017,11,6
6045648508,2017-11-02 06:22:00,2705 W IRVING PARK,4cc63a01ec12ae42955d7d2bf7e7b534f62ccfd904ff8151b2fd6c53960d3869,IL,PAS,606311755,9101020*,SPEED VIOLATION 6-10,SPD,Speed,OTHR,35,70,0,35,Paid,2017-12-22 00:00:00,VIOL,5207059220,,SPEED,2017,11,6
7007589486,2017-11-02 06:23:00,7600 S STONY ISLAND A,841e702b7c23c21df91afb84d1d4912b89a963401d1cbbff7673ba5d863ffdc6,IL,PAS,60409,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,FINL,5207046700,,XERX,2017,11,6
6045648510,2017-11-02 06:23:00,9618 S EWING AVE,586a4f44de002762703af42313cbdeeca318894b3d23bacef9e841178a084130,IL,PAS,604192704,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,200,0,Notice,2017-11-22 00:00:00,FINL,5209161450,,SPEED,2017,11,6
7007589487,2017-11-02 06:23:00,7600 S STONY ISLAND A,a94b05403e9b253d4e8d39731a8d8ce4dbf3efd94d20a9642b998dee74374971,IL,PAS,60419,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-07 00:00:00,VIOL,5208991420,,XERX,2017,11,6
7007589478,2017-11-02 06:24:00,400 S WESTERN AVENUE,2b766b8d0f82b0f87a23470852bfc9b76c594d0ecfb8519e60dfe5e5a779ebdd,IL,PAS,606226247,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-03-06 00:00:00,DETR,5160720350,Liable,XERX,2017,11,6
6045648512,2017-11-02 06:24:00,4909 N CICERO AVE,53063e5fab8c2020faf4ec12c50ba0935d208dfb1d2d25307dfc2cbcd6e39d44,IL,PAS,608041067,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,2017-11-26 00:00:00,,5209161460,,SPEED,2017,11,6
6045648511,2017-11-02 06:24:00,4436 N WESTERN,39715b75c8e71b81d436cf3d5602fdf4969366ec38d788cf53445c54a8920d48,IL,PAS,600472923,9101020**,SPEED VIOLATION 11+,SPD,Speed,OTHR,100,200,0,100,Paid,2017-12-13 00:00:00,VIOL,5206690350,,SPEED,2017,11,6
6045648513,2017-11-02 06:25:00,6247 W FULLERTON,becf2ff43a7b4761c154f058285f6611234c1774735d4b9638ecbd086753c99c,IL,TRK,606122218,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,2017-11-26 00:00:00,,5203658070,,SPEED,2017,11,6
6045704876,2017-11-02 06:25:00,4831 W LAWRENCE AVE,6adcb2a1b8a1dcc41d1b2f20eaaa06300f90d5a544545c658cd3c659048e2215,OH,PAS,44425,9101020*,SPEED VIOLATION 6-10,SPD,Speed,OTHR,35,70,0,35,Paid,2018-01-20 00:00:00,VIOL,5205174030,,SPEED,2017,11,6
6045648515,2017-11-02 06:25:00,5885 N RIDGE AVE,0723ba05e26a46b77756fd51a6bea6f7cce7dbe4414bf836064aec4dde664fbe,IL,PAS,60657,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,2017-11-26 00:00:00,,5209163660,,SPEED,2017,11,6
6045648514,2017-11-02 06:25:00,7422 S JEFFERY,796a8b2531bc3320e0a93f3e96330f88e8a05bc97ba5b1439b7f37bbe815041f,IL,PAS,60409,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,2017-11-26 00:00:00,,5209161470,,SPEED,2017,11,6
6045648516,2017-11-02 06:26:00,445 W 127TH,b8d63faba5ea238d04262128666c96f958f5de28dd1d7bf225576f12f09ab39e,IL,PAS,60446,9100045B2,SPEED WARNING,SPD,Speed,OTHR,0,0,0,0,Warning,2017-11-26 00:00:00,,5209161480,,SPEED,2017,11,6
7007589419,2017-11-02 06:26:00,5200 N NAGLE,fbd40bbe1ad10d321899ffc7a32d251f31e25eec0955fbff7884817b12678186,IL,PAS,60639,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-04 00:00:00,VIOL,5208991240,,XERX,2017,11,6
